,folder_name,clip_name,frame_id,human_id,object_id,object_class,action,hmn_x1,hmn_y1,hmn_x2,hmn_y2,obj_x1,obj_y1,obj_x2,obj_y2
6881,20200515,clip_48_2205,42,839,844,motorcycle,ride,215,124,225,145,218,134,225,152
6882,20200515,clip_48_2205,43,839,844,motorcycle,ride,237,133,249,162,241,147,247,164
6883,20200515,clip_48_2205,44,839,844,motorcycle,ride,263,147,277,177,267,162,276,179
6884,20200515,clip_48_2205,45,839,844,motorcycle,ride,297,162,315,194,299,180,313,204
6885,20200515,clip_48_2205,46,839,844,motorcycle,ride,354,185,372,222,355,205,377,240
6886,20200515,clip_48_2205,47,839,844,motorcycle,ride,354,185,375,234,355,205,377,240
6899,20200514,clip_4_1523,37,220,227,bicycle,ride,116,100,122,115,118,107,121,114
6900,20200514,clip_4_1523,38,220,227,bicycle,ride,118,101,124,116,122,110,125,116
6901,20200514,clip_4_1523,39,220,227,bicycle,ride,124,103,130,116,126,112,129,119
6902,20200514,clip_4_1523,40,220,227,bicycle,ride,128,105,135,119,131,114,135,122
6903,20200514,clip_4_1523,41,220,227,bicycle,ride,132,106,139,123,136,115,141,125
6904,20200514,clip_4_1523,42,220,227,bicycle,ride,140,108,147,124,141,117,146,128
6905,20200514,clip_4_1523,43,220,227,bicycle,ride,145,111,153,128,146,119,152,131
6906,20200514,clip_4_1523,44,220,227,bicycle,ride,151,113,160,131,152,125,159,134
6907,20200514,clip_4_1523,45,220,227,bicycle,ride,159,116,168,137,160,125,166,138
6908,20200514,clip_4_1523,46,220,227,bicycle,ride,165,120,173,141,167,130,172,144
6909,20200514,clip_4_1523,49,220,227,bicycle,ride,195,134,206,154,199,144,204,163
6910,20200514,clip_4_1523,50,220,227,bicycle,ride,205,142,216,168,208,156,215,175
6911,20200514,clip_4_1523,51,220,227,bicycle,ride,215,148,228,176,216,164,225,187
6912,20200514,clip_4_1523,52,220,227,bicycle,ride,233,158,247,191,236,176,246,199
6913,20200514,clip_4_1523,53,220,227,bicycle,ride,258,170,274,206,262,187,274,215
6914,20200514,clip_4_1523,54,220,227,bicycle,ride,289,184,307,223,293,206,307,239
6915,20200514,clip_4_1523,55,220,227,bicycle,ride,325,202,344,248,329,225,347,267
6930,20200514,clip_6_1619,11,309,310,motorcycle,ride,116,99,123,115,116,109,123,115
6931,20200514,clip_6_1619,12,309,310,motorcycle,ride,121,99,128,116,122,109,128,116
6932,20200514,clip_6_1619,13,309,310,motorcycle,ride,126,102,133,118,126,112,132,119
6933,20200514,clip_6_1619,14,309,310,motorcycle,ride,128,104,134,120,128,113,134,120
6934,20200514,clip_6_1619,15,309,310,motorcycle,ride,129,105,136,121,130,115,136,121
6935,20200514,clip_6_1619,16,309,310,motorcycle,ride,130,105,137,122,131,115,137,122
6936,20200514,clip_6_1619,17,309,310,motorcycle,ride,131,106,138,122,132,115,138,122
6937,20200514,clip_6_1619,18,309,310,motorcycle,ride,129,108,137,127,128,120,136,127
6938,20200514,clip_6_1619,19,309,310,motorcycle,ride,126,109,134,128,126,121,134,128
6939,20200514,clip_6_1619,20,309,310,motorcycle,ride,123,110,132,130,124,123,131,130
6940,20200514,clip_6_1619,21,309,310,motorcycle,ride,128,111,137,135,128,126,136,134
6941,20200514,clip_6_1619,22,309,310,motorcycle,ride,137,112,147,136,138,127,146,135
6942,20200514,clip_6_1619,23,309,310,motorcycle,ride,144,113,154,137,144,129,154,137
6943,20200514,clip_6_1619,24,309,310,motorcycle,ride,146,115,156,138,147,130,156,138
6944,20200514,clip_6_1619,25,309,310,motorcycle,ride,151,116,161,139,151,131,160,138
6945,20200514,clip_6_1619,26,309,310,motorcycle,ride,157,119,167,143,157,135,166,143
6946,20200514,clip_6_1619,27,309,310,motorcycle,ride,160,121,170,145,161,137,170,144
6947,20200514,clip_6_1619,28,309,310,motorcycle,ride,165,122,174,150,165,142,174,149
6948,20200514,clip_6_1619,29,309,310,motorcycle,ride,167,125,175,152,166,144,175,152
6949,20200514,clip_6_1619,32,309,310,motorcycle,ride,197,133,211,162,197,151,212,161
6950,20200514,clip_6_1619,33,309,310,motorcycle,ride,204,136,218,166,203,155,218,165
6951,20200514,clip_6_1619,34,309,310,motorcycle,ride,204,140,219,174,203,160,218,173
6952,20200514,clip_6_1619,35,309,310,motorcycle,ride,210,145,224,181,210,167,225,180
6953,20200514,clip_6_1619,36,309,310,motorcycle,ride,219,149,233,185,219,172,234,185
6954,20200514,clip_6_1619,37,309,310,motorcycle,ride,228,154,242,192,229,177,243,191
6955,20200514,clip_6_1619,38,309,310,motorcycle,ride,236,160,253,204,238,186,253,203
6956,20200514,clip_6_1619,39,309,310,motorcycle,ride,248,168,264,211,249,194,264,210
6957,20200514,clip_6_1619,40,309,310,motorcycle,ride,263,174,281,223,265,206,280,222
6958,20200514,clip_6_1619,41,309,310,motorcycle,ride,277,183,297,235,279,214,296,234
6959,20200514,clip_6_1619,42,309,310,motorcycle,ride,282,192,305,247,282,224,303,247
6960,20200514,clip_6_1619,43,309,310,motorcycle,ride,281,200,304,255,283,236,303,255
6961,20200514,clip_6_1619,44,309,310,motorcycle,ride,286,214,308,282,285,253,309,282
6962,20200514,clip_6_1619,45,309,310,motorcycle,ride,309,230,336,288,309,268,337,288
6963,20200514,clip_6_1619,46,309,310,motorcycle,ride,339,245,372,288,343,278,370,288
6964,20200514,clip_6_1619,10,304,305,bicycle,ride,332,206,358,268,337,236,358,267
6965,20200514,clip_6_1619,11,304,305,bicycle,ride,277,174,296,227,277,201,296,226
6966,20200514,clip_6_1619,12,304,305,bicycle,ride,240,158,257,196,239,178,258,195
6967,20200514,clip_6_1619,13,304,305,bicycle,ride,212,142,227,179,212,162,229,179
6968,20200514,clip_6_1619,14,304,305,bicycle,ride,192,133,205,170,191,152,204,170
6969,20200514,clip_6_1619,17,304,305,bicycle,ride,163,109,174,135,164,123,174,133
6970,20200514,clip_6_1619,18,304,305,bicycle,ride,153,109,163,128,152,118,162,128
6971,20200514,clip_6_1619,19,304,305,bicycle,ride,142,106,152,125,142,118,152,126
6972,20200514,clip_6_1619,20,304,305,bicycle,ride,133,105,142,124,133,116,142,123
6973,20200514,clip_6_1619,84,313,314,bicycle,ride,308,206,334,261,306,232,335,261
6974,20200514,clip_6_1619,85,313,314,bicycle,ride,269,176,290,231,269,207,291,231
6975,20200514,clip_6_1619,86,313,314,bicycle,ride,253,157,273,200,253,188,272,201
6976,20200514,clip_6_1619,87,313,314,bicycle,ride,249,144,266,181,249,166,266,180
6977,20200514,clip_6_1619,88,313,314,bicycle,ride,237,134,252,167,236,153,252,166
6978,20200514,clip_6_1619,89,313,314,bicycle,ride,222,126,235,155,222,141,236,155
6979,20200514,clip_6_1619,90,313,314,bicycle,ride,211,121,222,148,211,134,223,147
6980,20200514,clip_6_1619,91,313,314,bicycle,ride,199,114,210,142,198,128,210,141
6981,20200514,clip_6_1619,92,313,314,bicycle,ride,189,111,199,135,189,123,199,135
6982,20200514,clip_6_1619,94,313,314,bicycle,ride,169,104,175,122,169,113,176,123
6983,20200514,clip_6_1619,95,313,314,bicycle,ride,158,104,165,122,158,112,165,122
6984,20200514,clip_6_1619,96,313,314,bicycle,ride,150,101,157,119,150,110,157,119
6985,20200514,clip_6_1619,97,313,314,bicycle,ride,141,100,148,116,140,109,147,115
6986,20200514,clip_6_1619,98,313,314,bicycle,ride,134,95,140,110,134,104,141,110
6987,20200514,clip_6_1619,99,313,314,bicycle,ride,127,93,134,109,127,102,134,108
6988,20200514,clip_6_1619,100,313,314,bicycle,ride,125,93,129,108,125,101,129,108
6989,20200514,clip_6_1619,101,313,314,bicycle,ride,123,94,128,109,124,101,128,108
6990,20200514,clip_6_1619,102,313,314,bicycle,ride,123,93,127,108,123,101,127,107
6991,20200514,clip_6_1619,103,313,314,bicycle,ride,122,91,126,107,122,100,126,106
6992,20200514,clip_6_1619,104,313,314,bicycle,ride,119,91,123,106,119,99,123,106
6993,20200514,clip_6_1619,105,313,314,bicycle,ride,115,90,119,105,114,99,118,105
6994,20200514,clip_6_1619,106,313,314,bicycle,ride,115,90,119,105,114,99,118,105
7032,20200514,clip_8_1715,55,273,283,bicycle,ride,370,187,384,234,368,216,384,245
7033,20200514,clip_8_1715,56,273,283,bicycle,ride,319,169,333,216,317,190,333,218
7034,20200514,clip_8_1715,57,273,283,bicycle,ride,276,155,290,192,274,175,294,195
7035,20200514,clip_8_1715,58,273,283,bicycle,ride,244,144,258,181,243,166,259,182
7036,20200514,clip_8_1715,59,273,283,bicycle,ride,216,137,229,169,216,153,232,170
7037,20200514,clip_8_1715,60,273,283,bicycle,ride,200,129,213,160,197,144,213,160
7061,20200514,clip_10_1744,94,26,29,bicycle,ride,359,175,381,228,370,201,384,234
7062,20200514,clip_10_1744,95,26,29,bicycle,ride,321,165,339,199,329,185,343,207
7063,20200514,clip_10_1744,96,26,29,bicycle,ride,289,158,305,185,292,173,310,193
7064,20200514,clip_10_1744,97,26,29,bicycle,ride,271,145,282,175,272,162,284,184
7065,20200514,clip_10_1744,98,26,29,bicycle,ride,267,136,278,166,269,155,279,177
7066,20200514,clip_10_1744,99,26,29,bicycle,ride,262,129,273,148,265,141,272,163
7067,20200514,clip_10_1744,100,26,29,bicycle,ride,254,124,264,142,257,135,265,154
7068,20200514,clip_10_1744,101,26,29,bicycle,ride,238,121,250,139,241,130,249,143
7069,20200514,clip_10_1744,102,26,29,bicycle,ride,224,117,234,133,228,126,236,140
7070,20200514,clip_10_1744,103,26,29,bicycle,ride,212,111,220,127,214,124,222,138
7071,20200514,clip_10_1744,104,26,29,bicycle,ride,202,111,209,125,203,121,209,136
7072,20200514,clip_10_1744,105,26,29,bicycle,ride,195,108,201,120,196,118,204,133
7073,20200514,clip_10_1744,111,26,29,bicycle,ride,164,97,169,106,165,104,169,113
7074,20200514,clip_10_1744,112,26,29,bicycle,ride,158,97,163,106,158,101,165,109
7075,20200514,clip_10_1744,113,26,29,bicycle,ride,150,95,155,105,150,101,157,111
7076,20200514,clip_10_1744,114,26,29,bicycle,ride,141,95,146,104,142,100,149,108
7077,20200514,clip_10_1744,115,26,29,bicycle,ride,128,94,133,103,130,99,134,107
7078,20200514,clip_10_1744,116,26,29,bicycle,ride,117,93,121,101,119,99,122,104
7079,20200514,clip_10_1744,117,35,36,bicycle,ride,153,102,160,116,154,111,160,122
7080,20200514,clip_10_1744,118,35,36,bicycle,ride,155,105,162,120,156,114,162,126
7081,20200514,clip_10_1744,119,35,36,bicycle,ride,158,108,165,123,158,117,164,129
7082,20200514,clip_12_1840,39,74,75,bicycle,walk,346,212,373,274,361,233,381,275
7083,20200514,clip_12_1840,40,74,75,bicycle,walk,328,204,353,263,343,226,362,264
7084,20200514,clip_12_1840,41,74,75,bicycle,walk,311,196,333,253,325,219,343,253
7085,20200514,clip_12_1840,42,74,75,bicycle,walk,296,190,317,244,308,213,324,244
7086,20200514,clip_12_1840,43,74,75,bicycle,walk,285,184,307,235,297,202,311,236
7087,20200514,clip_12_1840,44,74,75,bicycle,walk,276,178,296,223,287,197,300,228
7088,20200514,clip_12_1840,45,74,75,bicycle,walk,267,173,285,217,277,191,289,220
7089,20200514,clip_12_1840,46,74,75,bicycle,walk,258,168,273,210,268,186,279,212
7090,20200514,clip_12_1840,47,74,75,bicycle,walk,249,163,261,204,259,182,270,205
7091,20200514,clip_12_1840,48,74,75,bicycle,walk,240,160,254,200,250,177,261,201
7092,20200514,clip_12_1840,49,74,75,bicycle,walk,232,157,248,196,241,173,252,197
7093,20200514,clip_12_1840,50,74,75,bicycle,walk,226,154,242,192,235,169,246,193
7094,20200514,clip_12_1840,51,74,75,bicycle,walk,220,151,237,188,229,165,239,188
7095,20200514,clip_12_1840,52,74,75,bicycle,walk,215,148,232,184,223,161,233,184
7096,20200514,clip_12_1840,53,74,75,bicycle,walk,210,145,227,180,219,158,228,180
7097,20200514,clip_12_1840,54,74,75,bicycle,walk,206,143,222,175,215,155,223,177
7098,20200514,clip_12_1840,55,74,75,bicycle,walk,202,142,218,173,212,152,218,173
7099,20200514,clip_12_1840,56,74,75,bicycle,walk,198,139,213,168,207,150,214,170
7100,20200514,clip_12_1840,57,74,75,bicycle,walk,195,136,208,164,202,146,210,166
7101,20200514,clip_12_1840,58,74,75,bicycle,walk,191,135,202,164,197,145,204,164
7102,20200514,clip_12_1840,59,74,75,bicycle,walk,191,135,195,159,192,143,199,156
7103,20200514,clip_12_1840,64,74,75,bicycle,walk,166,123,175,146,172,133,175,146
7104,20200514,clip_12_1840,65,74,75,bicycle,walk,162,123,172,146,169,132,173,146
7105,20200514,clip_12_1840,66,74,75,bicycle,walk,159,121,169,143,165,130,170,145
7106,20200514,clip_12_1840,67,74,75,bicycle,walk,156,119,166,140,162,128,167,143
7107,20200514,clip_12_1840,68,74,75,bicycle,walk,153,118,164,139,158,127,164,142
7108,20200514,clip_12_1840,69,74,75,bicycle,walk,151,117,161,138,156,126,161,140
7109,20200514,clip_12_1840,70,74,75,bicycle,walk,148,116,159,136,154,124,159,137
7110,20200514,clip_12_1840,71,74,75,bicycle,walk,146,115,156,135,152,123,157,137
7111,20200514,clip_12_1840,72,74,75,bicycle,walk,143,115,153,133,149,119,154,132
7112,20200514,clip_12_1840,73,74,75,bicycle,walk,140,114,150,132,146,119,151,132
7113,20200514,clip_12_1840,74,74,75,bicycle,walk,138,113,148,131,144,119,148,131
7114,20200514,clip_12_1840,75,74,75,bicycle,walk,135,112,145,129,141,118,146,130
7115,20200514,clip_12_1840,76,74,75,bicycle,walk,133,110,143,128,139,118,144,129
7116,20200514,clip_12_1840,77,74,75,bicycle,walk,132,109,142,127,137,117,141,128
7117,20200514,clip_12_1840,78,74,75,bicycle,walk,132,109,141,126,137,116,141,126
7118,20200514,clip_12_1840,79,74,75,bicycle,walk,132,108,141,125,136,115,140,125
7119,20200514,clip_12_1840,80,74,75,bicycle,walk,130,107,139,124,135,114,139,125
7120,20200514,clip_12_1840,81,74,75,bicycle,walk,129,106,137,123,133,113,137,124
7121,20200514,clip_12_1840,82,74,75,bicycle,walk,128,105,135,122,132,112,136,123
7122,20200514,clip_12_1840,83,74,75,bicycle,walk,126,105,133,121,130,111,134,121
7123,20200514,clip_12_1840,84,74,75,bicycle,walk,124,104,131,120,129,111,133,120
7124,20200514,clip_12_1840,85,74,75,bicycle,walk,122,104,129,119,127,110,131,119
7125,20200514,clip_12_1840,86,74,75,bicycle,walk,120,103,126,118,126,109,130,118
7126,20200514,clip_12_1840,87,74,75,bicycle,walk,118,102,124,117,124,109,128,118
7127,20200514,clip_12_1840,88,74,75,bicycle,walk,117,102,122,116,121,108,125,117
7143,20200514,clip_22_2307,6,182,183,motorcycle,ride,110,95,114,107,110,106,115,112
7144,20200514,clip_22_2307,7,182,183,motorcycle,ride,128,98,134,112,128,108,137,114
7145,20200514,clip_22_2307,8,182,183,motorcycle,ride,134,100,140,115,133,113,140,119
7146,20200514,clip_22_2307,9,182,183,motorcycle,ride,147,104,155,121,149,117,156,123
7147,20200514,clip_22_2307,10,182,183,motorcycle,ride,155,107,164,126,155,122,163,129
7148,20200514,clip_22_2307,12,182,183,motorcycle,ride,192,118,202,139,192,138,201,144
7149,20200514,clip_22_2307,13,182,183,motorcycle,ride,216,126,226,150,216,147,228,157
7150,20200514,clip_22_2307,14,182,183,motorcycle,ride,247,138,258,166,247,164,262,174
7151,20200514,clip_22_2307,15,182,183,motorcycle,ride,304,153,319,188,301,177,324,197
7152,20200527,clip_14_0627,44,9518,9517,bicycle,ride,338,214,363,273,335,231,367,275
7153,20200527,clip_14_0627,45,9518,9517,bicycle,ride,295,195,312,236,291,203,315,238
7154,20200527,clip_14_0627,46,9518,9517,bicycle,ride,258,168,274,202,257,185,275,209
7155,20200527,clip_14_0627,47,9518,9517,bicycle,ride,235,157,246,183,235,174,249,191
7156,20200527,clip_14_0627,48,9518,9517,bicycle,ride,215,146,229,175,217,161,229,177
7157,20200527,clip_14_0627,49,9518,9517,bicycle,ride,201,138,213,166,202,151,214,166
7158,20200527,clip_14_0627,50,9518,9517,bicycle,ride,190,133,195,144,191,144,197,149
7159,20200527,clip_14_0627,51,9518,9517,bicycle,ride,170,128,175,139,170,139,176,144
7160,20200527,clip_14_0627,52,9518,9517,bicycle,ride,160,120,168,138,161,131,168,143
7161,20200527,clip_14_0627,53,9518,9517,bicycle,ride,151,116,158,135,151,126,159,136
7162,20200527,clip_14_0627,54,9518,9517,bicycle,ride,144,113,151,132,144,123,151,133
7163,20200527,clip_14_0627,55,9518,9517,bicycle,ride,136,110,144,125,136,118,144,128
7164,20200527,clip_14_0627,56,9518,9517,bicycle,ride,132,107,140,121,132,115,138,123
7165,20200527,clip_14_0627,57,9518,9517,bicycle,ride,124,105,130,116,124,113,130,119
7166,20200527,clip_14_0627,58,9518,9517,bicycle,ride,119,103,125,113,120,110,126,117
7167,20200527,clip_14_0627,59,9518,9517,bicycle,ride,117,99,123,109,117,108,123,115
7168,20200527,clip_14_0627,60,9518,9517,bicycle,ride,116,98,120,109,116,105,120,112
7169,20200527,clip_16_0723,80,9533,9532,bicycle,ride,333,166,355,210,335,188,355,219
7170,20200527,clip_16_0723,81,9533,9532,bicycle,ride,295,152,311,191,295,168,312,199
7171,20200527,clip_16_0723,82,9533,9532,bicycle,ride,266,141,281,179,265,157,282,182
7172,20200527,clip_16_0723,83,9533,9532,bicycle,ride,244,131,257,168,244,146,257,168
7173,20200527,clip_16_0723,84,9533,9532,bicycle,ride,228,125,241,150,228,137,241,154
7174,20200527,clip_16_0723,85,9533,9532,bicycle,ride,217,122,227,146,218,132,227,145
7175,20200527,clip_16_0723,86,9533,9532,bicycle,ride,205,115,215,139,206,127,215,140
7176,20200527,clip_16_0723,87,9533,9532,bicycle,ride,193,111,202,134,194,123,203,136
7177,20200527,clip_16_0723,90,9533,9532,bicycle,ride,160,102,168,120,160,109,168,120
7178,20200527,clip_16_0723,91,9533,9532,bicycle,ride,151,101,159,119,151,108,158,119
7179,20200527,clip_16_0723,92,9533,9532,bicycle,ride,144,98,151,115,144,105,151,116
7180,20200527,clip_16_0723,93,9533,9532,bicycle,ride,144,98,151,115,144,105,151,116
7181,20200527,clip_16_0723,94,9533,9532,bicycle,ride,144,98,151,115,144,105,151,116
7201,20200527,clip_20_0902,59,9578,9579,bicycle,ride,119,101,123,110,118,108,124,116
7202,20200527,clip_20_0902,60,9578,9579,bicycle,ride,123,103,128,114,121,109,128,117
7203,20200527,clip_20_0902,61,9578,9579,bicycle,ride,124,105,129,115,124,111,131,119
7204,20200527,clip_20_0902,62,9578,9579,bicycle,ride,127,106,135,122,127,113,136,124
7205,20200527,clip_20_0902,63,9578,9579,bicycle,ride,132,108,139,125,131,116,141,126
7206,20200527,clip_20_0902,64,9578,9579,bicycle,ride,137,112,144,127,136,119,144,129
7207,20200527,clip_20_0902,65,9578,9579,bicycle,ride,144,113,152,126,144,122,152,132
7208,20200527,clip_20_0902,66,9578,9579,bicycle,ride,151,117,159,133,150,126,160,136
7209,20200527,clip_20_0902,67,9578,9579,bicycle,ride,159,119,170,136,159,130,170,141
7210,20200527,clip_20_0902,68,9578,9579,bicycle,ride,166,124,176,140,165,135,176,146
7211,20200527,clip_20_0902,69,9578,9579,bicycle,ride,172,129,176,150,172,142,175,152
7212,20200527,clip_20_0902,72,9578,9579,bicycle,ride,191,147,202,179,190,164,202,180
7213,20200527,clip_20_0902,73,9578,9579,bicycle,ride,201,154,217,191,200,171,218,198
7214,20200527,clip_20_0902,74,9578,9579,bicycle,ride,217,165,233,198,217,185,235,209
7215,20200527,clip_20_0902,75,9578,9579,bicycle,ride,239,180,255,213,238,207,258,228
7216,20200527,clip_20_0902,76,9578,9579,bicycle,ride,269,195,290,235,268,225,294,255
7217,20200527,clip_20_0902,77,9578,9579,bicycle,ride,309,215,336,265,309,245,340,280
7218,20200527,clip_24_1054,7,9624,9636,bicycle,walk,359,213,371,272,368,219,384,273
7219,20200527,clip_24_1054,8,9624,9636,bicycle,walk,343,208,358,261,354,214,373,262
7220,20200527,clip_24_1054,9,9624,9636,bicycle,walk,333,201,347,254,343,207,360,254
7221,20200527,clip_24_1054,10,9624,9636,bicycle,walk,322,197,336,249,335,204,349,249
7222,20200527,clip_24_1054,11,9624,9636,bicycle,walk,311,192,326,245,323,199,337,242
7223,20200527,clip_24_1054,12,9624,9636,bicycle,walk,303,188,314,232,314,193,328,235
7224,20200527,clip_24_1054,13,9624,9636,bicycle,walk,295,185,305,222,304,189,318,229
7225,20200527,clip_24_1054,14,9624,9636,bicycle,walk,288,178,299,215,299,184,311,223
7226,20200527,clip_24_1054,15,9624,9636,bicycle,walk,283,175,293,212,293,184,302,216
7227,20200527,clip_24_1054,16,9624,9636,bicycle,walk,270,169,280,207,280,177,293,212
7228,20200527,clip_24_1054,17,9624,9636,bicycle,walk,264,168,274,205,274,178,287,210
7229,20200527,clip_24_1054,18,9624,9636,bicycle,walk,259,167,269,203,268,177,281,206
7230,20200527,clip_24_1054,19,9624,9636,bicycle,walk,255,164,263,198,262,171,275,199
7231,20200527,clip_24_1054,20,9624,9636,bicycle,walk,252,159,260,194,260,166,269,194
7232,20200527,clip_24_1054,21,9624,9636,bicycle,walk,247,157,255,188,255,163,264,190
7233,20200527,clip_24_1054,22,9624,9636,bicycle,walk,240,155,248,186,249,159,261,188
7234,20200527,clip_24_1054,23,9624,9636,bicycle,walk,238,152,246,183,247,165,255,184
7235,20200527,clip_24_1054,24,9624,9636,bicycle,walk,235,150,243,181,242,156,251,181
7236,20200527,clip_24_1054,25,9624,9636,bicycle,walk,233,150,241,181,241,154,250,179
7237,20200527,clip_24_1054,26,9624,9636,bicycle,walk,230,149,238,180,237,152,242,177
7238,20200527,clip_24_1054,27,9624,9636,bicycle,walk,224,146,232,177,230,149,237,174
7239,20200527,clip_24_1054,28,9624,9636,bicycle,walk,218,143,226,174,226,149,232,171
7240,20200527,clip_24_1054,29,9624,9636,bicycle,walk,215,142,223,173,222,148,229,170
7241,20200527,clip_24_1054,30,9624,9636,bicycle,walk,210,140,217,167,217,145,225,167
7242,20200527,clip_24_1054,31,9624,9636,bicycle,walk,206,139,214,166,213,144,220,165
7243,20200527,clip_24_1054,32,9624,9636,bicycle,walk,202,137,209,163,208,142,215,163
7244,20200527,clip_24_1054,33,9624,9636,bicycle,walk,199,135,207,161,205,140,210,159
7245,20200527,clip_24_1054,34,9624,9636,bicycle,walk,197,133,204,159,202,139,208,159
7246,20200527,clip_24_1054,35,9624,9636,bicycle,walk,194,132,201,158,201,137,206,156
7247,20200527,clip_24_1054,36,9624,9636,bicycle,walk,190,130,197,156,195,135,201,154
7248,20200527,clip_24_1054,37,9624,9636,bicycle,walk,188,130,194,155,194,134,199,153
7249,20200527,clip_24_1054,45,9624,9636,bicycle,walk,167,120,173,141,171,121,175,141
7250,20200527,clip_24_1054,46,9624,9636,bicycle,walk,165,119,171,140,170,121,173,141
7251,20200527,clip_24_1054,47,9624,9636,bicycle,walk,163,119,169,140,168,122,172,139
7252,20200527,clip_24_1054,48,9624,9636,bicycle,walk,161,117,166,137,167,122,170,139
7253,20200527,clip_24_1054,49,9624,9636,bicycle,walk,160,117,165,137,165,120,169,137
7254,20200527,clip_24_1054,50,9624,9636,bicycle,walk,158,116,163,135,163,120,167,135
7255,20200527,clip_24_1054,51,9624,9636,bicycle,walk,157,115,162,135,162,120,166,135
7256,20200527,clip_24_1054,52,9624,9636,bicycle,walk,154,114,159,134,159,119,163,134
7257,20200527,clip_24_1054,53,9624,9636,bicycle,walk,153,113,158,133,158,118,161,132
7258,20200527,clip_24_1054,54,9624,9636,bicycle,walk,151,113,156,133,156,117,160,132
7259,20200527,clip_24_1054,55,9624,9636,bicycle,walk,149,111,154,131,154,117,158,131
7260,20200527,clip_24_1054,56,9624,9636,bicycle,walk,148,111,153,131,153,117,157,131
7261,20200527,clip_24_1054,57,9624,9636,bicycle,walk,148,111,153,130,152,115,156,128
7262,20200527,clip_24_1054,58,9624,9636,bicycle,walk,147,111,152,130,150,115,152,128
7263,20200527,clip_24_1054,59,9624,9636,bicycle,walk,146,110,151,130,149,114,151,127
7264,20200527,clip_24_1054,60,9624,9636,bicycle,walk,145,111,150,129,148,115,150,128
7265,20200527,clip_24_1054,61,9624,9636,bicycle,walk,143,111,148,128,147,115,149,128
7266,20200527,clip_24_1054,62,9624,9636,bicycle,walk,141,108,146,126,145,114,147,127
7267,20200527,clip_24_1054,63,9624,9636,bicycle,walk,141,108,146,125,144,112,146,125
7268,20200527,clip_24_1054,64,9624,9636,bicycle,walk,142,108,146,123,143,110,146,123
7269,20200527,clip_24_1054,65,9624,9636,bicycle,walk,140,105,144,120,143,108,145,121
7270,20200527,clip_24_1054,66,9624,9636,bicycle,walk,136,105,140,120,139,107,141,121
7271,20200527,clip_24_1054,67,9624,9636,bicycle,walk,136,105,140,119,137,107,139,120
7272,20200527,clip_24_1054,68,9624,9636,bicycle,walk,133,104,138,118,136,106,138,119
7273,20200527,clip_24_1054,69,9624,9636,bicycle,walk,130,103,133,118,131,105,133,118
7274,20200527,clip_24_1054,70,9624,9636,bicycle,walk,128,103,132,118,131,105,133,118
7275,20200527,clip_24_1054,71,9624,9636,bicycle,walk,127,103,131,117,130,104,133,117
7276,20200527,clip_24_1054,72,9624,9636,bicycle,walk,126,103,130,117,130,104,132,117
7277,20200527,clip_24_1054,73,9624,9636,bicycle,walk,126,103,129,117,130,104,132,117
7278,20200527,clip_24_1054,74,9624,9636,bicycle,walk,125,103,128,116,129,104,131,117
7279,20200527,clip_24_1054,75,9624,9636,bicycle,walk,124,102,128,116,129,103,131,116
7280,20200527,clip_24_1054,76,9624,9636,bicycle,walk,123,102,127,115,127,103,129,116
7281,20200527,clip_24_1054,77,9624,9636,bicycle,walk,122,101,126,115,126,102,128,115
7282,20200527,clip_24_1054,78,9624,9636,bicycle,walk,122,101,125,115,125,103,127,114
7283,20200527,clip_24_1054,79,9624,9636,bicycle,walk,121,100,124,113,123,103,125,113
7284,20200527,clip_24_1054,80,9624,9636,bicycle,walk,119,99,123,113,122,102,124,112
7285,20200527,clip_24_1054,81,9624,9636,bicycle,walk,118,99,121,112,120,102,122,113
7286,20200527,clip_24_1054,82,9624,9636,bicycle,walk,117,98,120,112,118,102,120,112
7287,20200527,clip_24_1054,59,9629,9634,bicycle,ride,82,79,85,88,82,79,86,86
7288,20200527,clip_24_1054,60,9629,9634,bicycle,ride,82,78,86,86,82,77,86,84
7289,20200527,clip_24_1054,61,9629,9634,bicycle,ride,83,79,87,87,84,78,88,84
7290,20200527,clip_24_1054,62,9629,9634,bicycle,ride,84,79,88,88,84,78,88,85
7291,20200527,clip_24_1054,63,9629,9634,bicycle,ride,85,79,90,89,86,79,89,85
7292,20200527,clip_24_1054,64,9629,9634,bicycle,ride,87,80,91,90,87,80,90,87
7293,20200527,clip_24_1054,65,9629,9634,bicycle,ride,88,80,92,91,88,81,92,87
7294,20200527,clip_24_1054,66,9629,9634,bicycle,ride,89,81,94,92,90,81,93,88
7295,20200527,clip_24_1054,67,9629,9634,bicycle,ride,90,83,95,92,91,83,94,90
7296,20200527,clip_24_1054,68,9629,9634,bicycle,ride,91,83,96,92,92,83,96,89
7297,20200527,clip_24_1054,69,9629,9634,bicycle,ride,93,83,96,92,93,83,97,89
7298,20200527,clip_24_1054,70,9629,9634,bicycle,ride,93,84,96,92,93,83,97,90
7299,20200527,clip_24_1054,71,9629,9634,bicycle,ride,93,84,97,92,93,84,97,90
7300,20200527,clip_24_1054,72,9629,9634,bicycle,ride,93,85,97,93,93,85,97,91
7301,20200527,clip_24_1054,73,9629,9634,bicycle,ride,93,86,97,93,93,85,97,91
7302,20200527,clip_24_1054,74,9629,9634,bicycle,ride,94,87,97,93,93,86,97,92
